0.6874;0.0000;False;False;31.5675;-41.4077;-0.0263;-0.0102;-81.6418;86.6696;0.1295;0.8110;328.5277;91.1961;1.0714;1.5430;3.3741;-0.0302;-0.1002;6.7353;-0.6192;-3.8029;234189;71.99783;Infinity;3221.04;30.6840;-40.8596;0.6895;0.7263;-81.7002;87.3953;352.9366;353.4212;317.8132;88.8106;2.3495;1.8439;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.2, -0.5)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.5, 0.1, 0.2)_(0.0, -0.4, -0.7, 0.6)_1.081002_System.String[];12.5522;0.2726;0.4705;31.2528;-41.4202;1.0847;1.1057;-81.8171;87.0276;4.5533;2.6932;334.9320;106.3469;6.4158;1.3559
0.6875;0.0000;False;False;31.4112;-41.2670;-0.0275;-0.0142;-81.3597;86.6443;0.1101;0.6687;330.0185;92.2598;1.0675;1.3248;3.3297;-0.0288;-0.0845;6.8427;-0.6758;-3.6484;234192;71.99895;Infinity;3221.08;30.5268;-40.7069;0.6885;0.7265;-81.3954;87.3569;352.9174;353.2637;319.3109;89.9063;2.3484;1.6176;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.2, -0.5)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.5, 0.1, 0.2)_(0.0, -0.4, -0.7, 0.6)_1.081002_System.String[];12.5940;0.2673;0.4724;31.0927;-41.2764;1.0836;1.1029;-81.5268;86.9982;4.5733;2.4024;336.3702;107.8864;6.3541;0.8681
0.6875;0.0000;False;False;31.2617;-41.1284;-0.0287;-0.0175;-81.0729;86.6165;0.0902;0.5481;331.4876;93.3169;1.0659;1.1404;3.2853;-0.0280;-0.0698;6.9451;-0.7284;-3.4953;234195;71.99781;Infinity;3221.13;30.3770;-40.5564;0.6875;0.7267;-81.0862;87.3161;352.8978;353.1291;320.7874;90.9906;2.3502;1.4252;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.5)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.5, 0.1, 0.1)_(0.0, -0.5, -0.6, 0.6)_1.081002_System.String[];12.6355;0.2616;0.4749;30.9394;-41.1340;1.0824;1.1008;-81.2320;86.9671;4.5584;2.0770;337.7567;109.4161;6.3186;0.5378
0.6875;0.0000;False;False;31.1188;-40.9917;-0.0299;-0.0202;-80.7818;86.5862;0.0698;0.4481;332.9340;94.3681;1.0649;0.9873;3.2403;-0.0258;-0.0565;7.0433;-0.7788;-3.3419;234198;71.99756;Infinity;3221.17;30.2344;-40.4080;0.6865;0.7270;-80.7732;87.2731;352.8778;353.0168;322.2411;92.0645;2.3518;1.2644;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.5)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.5, 0.1, 0.1)_(0.1, -0.5, -0.6, 0.6)_1.081002_System.String[];12.6772;0.2564;0.4779;30.7930;-40.9931;1.0813;1.0991;-80.9331;86.9342;4.5548;1.8086;339.1519;110.8689;6.3097;0.4376
0.6875;0.0000;False;False;30.9826;-40.8572;-0.0309;-0.0223;-80.4865;86.5535;0.0458;0.3669;334.3578;95.4147;1.0708;0.8617;3.1946;-0.0238;-0.0450;7.1364;-0.8280;-3.1893;234201;72.00172;Infinity;3221.21;30.0989;-40.2617;0.6856;0.7272;-80.4563;87.2279;352.8560;352.9249;323.6719;93.1298;2.3598;1.1319;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.5)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.5, 0.0, 0.1)_(0.0, -0.5, -0.6, 0.6)_1.081002_System.String[];12.7190;0.2513;0.4818;30.6534;-40.8536;1.0800;1.0977;-80.6301;86.8992;4.5888;1.6853;340.5940;112.1479;6.3240;0.5170
0.6875;0.0000;False;False;30.8529;-40.7246;-0.0318;-0.0240;-80.1872;86.5186;0.0193;0.3020;335.7586;96.4581;1.0782;0.7601;3.1479;-0.0195;-0.0353;7.2259;-0.8764;-3.0358;234204;71.99708;Infinity;3221.25;29.9705;-40.1176;0.6848;0.7275;-80.1359;87.1807;352.8323;352.8512;325.0788;94.1881;2.3719;1.0242;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.5)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.0, -0.5, -0.6, 0.6)_1.081002_System.String[];12.7605;0.2475;0.4861;30.5208;-40.7158;1.0788;1.0967;-80.3233;86.8623;4.6279;1.6555;342.0468;113.2783;6.3542;0.5795
0.6875;0.0000;False;False;30.7300;-40.5943;-0.0325;-0.0253;-79.8842;86.4815;359.9902;0.2511;337.1375;97.4993;1.0813;0.6792;3.1003;-0.0156;-0.0271;7.3109;-0.9242;-2.8813;234207;72.0007;Infinity;3221.29;29.8493;-39.9757;0.6842;0.7277;-79.8122;87.1313;352.8050;352.7930;326.4637;95.2411;2.3822;0.9379;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.5)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.0, -0.5, -0.6, 0.6)_1.081002_System.String[];12.8022;0.2445;0.4906;30.3952;-40.5799;1.0779;1.0958;-80.0127;86.8234;4.6739;1.7569;343.4664;114.3262;6.3687;0.5346
0.6875;0.0000;False;False;30.6137;-40.4660;-0.0331;-0.0262;-79.5775;86.4423;359.9616;0.2118;338.4969;98.5392;1.0777;0.6153;3.0521;-0.0121;-0.0206;7.3922;-0.9710;-2.7249;234210;71.99477;Infinity;3221.33;29.7354;-39.8359;0.6838;0.7279;-79.4851;87.0798;352.7761;352.7478;327.8285;96.2904;2.3859;0.8698;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.1, -0.6, -0.6, 0.6)_1.081002_System.String[];12.8440;0.2430;0.4959;30.2766;-40.4459;1.0772;1.0948;-79.6987;86.7826;4.6884;1.8895;344.8377;115.3580;6.3493;0.5104
0.6875;0.0000;False;False;30.5043;-40.3400;-0.0335;-0.0270;-79.2675;86.4009;359.9357;0.1809;339.8411;99.5782;1.0712;0.5630;3.0026;-0.0090;-0.0158;7.4697;-1.0178;-2.5665;234213;71.99773;Infinity;3221.38;29.6288;-39.6985;0.6837;0.7281;-79.1550;87.0262;352.7485;352.7131;329.1771;97.3365;2.3844;0.8161;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.1, -0.6, -0.6, 0.5)_1.081002_System.String[];12.8855;0.2424;0.5021;30.1651;-40.3143;1.0768;1.0940;-79.3813;86.7398;4.6503;1.9170;346.1774;116.3991;6.2933;0.5103
0.6875;0.0000;False;False;30.4018;-40.2161;-0.0338;-0.0275;-78.9542;86.3575;359.9122;0.1548;341.1758;100.6179;1.0645;0.5161;2.9518;-0.0072;-0.0118;7.5433;-1.0648;-2.4063;234216;71.9997;Infinity;3221.42;29.5295;-39.5634;0.6837;0.7284;-78.8217;86.9703;352.7235;352.6838;330.5147;98.3823;2.3820;0.7674;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, 0.0, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.1, -0.6, -0.6, 0.5)_1.081002_System.String[];12.9272;0.2424;0.5091;30.0605;-40.1849;1.0765;1.0935;-79.0606;86.6950;4.6164;1.8953;347.5101;117.4651;6.2519;0.5012
0.6875;0.0000;False;False;30.3063;-40.0946;-0.0341;-0.0279;-78.6379;86.3119;359.8906;0.1331;342.5058;101.6599;1.0584;0.4762;2.8998;-0.0061;-0.0087;7.6131;-1.1112;-2.2442;234219;71.9976;Infinity;3221.46;29.4377;-39.4308;0.6837;0.7287;-78.4856;86.9123;352.7006;352.6594;331.8460;99.4288;2.3797;0.7257;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, 0.0, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.0, -0.6, -0.6, 0.5)_1.081002_System.String[];12.9690;0.2424;0.5172;29.9631;-40.0579;1.0763;1.0933;-78.7368;86.6482;4.5721;1.7879;348.8295;118.5044;6.2302;0.4751
0.6875;0.0038;False;False;30.2180;-39.9753;-0.0343;-0.0282;-78.3186;86.2644;359.8692;0.1153;343.8344;102.7056;1.0560;0.4428;2.8199;-0.0045;-0.0054;7.7105;-1.1795;-1.9977;234222;72.00031;Infinity;3221.50;29.3534;-39.3006;0.6837;0.7291;-78.1467;86.8521;352.6790;352.6393;333.1748;100.4777;2.3798;0.6907;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.0, -0.6, -0.6, 0.5)_1.081002_System.String[];13.0105;0.2424;0.5243;29.8729;-39.9329;1.0761;1.0934;-78.4102;86.5993;4.5103;1.6695;350.1297;119.5244;6.2128;0.3402
0.6875;0.0196;False;False;30.1370;-39.8584;-0.0357;-0.0284;-77.9974;86.2148;359.9039;0.1004;345.1168;103.7544;1.1608;0.4147;2.7676;-0.0958;-0.0053;7.7226;-1.2232;-1.8612;234225;71.99818;Infinity;3221.54;29.2760;-39.1728;0.6826;0.7293;-77.8056;86.7897;352.6838;352.6225;334.4824;101.5293;2.4162;0.6609;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.0, -0.6, -0.6, 0.6)_1.081002_System.String[];13.0522;0.2424;0.5280;29.7891;-39.8101;1.0753;1.0934;-78.0810;86.5484;4.4700;1.5902;351.3973;120.5660;6.2485;0.1539
0.6875;0.0466;False;False;30.0644;-39.7437;-0.0408;-0.0286;-77.6762;86.1634;0.1091;0.0855;346.2774;104.8050;1.5619;0.3956;2.7188;-0.1689;-0.0050;7.7343;-1.2649;-1.7073;234228;71.99838;Infinity;3221.58;29.2027;-39.0476;0.6731;0.7296;-77.4651;86.7253;352.8878;352.6070;335.6427;102.5823;2.6982;0.6393;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.0, -0.5, -0.6, 0.5)_1.081002_System.String[];13.0940;0.2435;0.5286;29.7073;-39.6894;1.0691;1.0934;-77.7509;86.4956;4.5496;1.5629;352.5438;121.6168;6.5978;0.0642
0.6875;0.0798;False;False;29.9997;-39.6311;-0.0487;-0.0288;-77.3553;86.1101;0.4500;0.0708;347.3727;105.8545;2.1610;0.3804;2.6743;-0.2268;-0.0048;7.7401;-1.3057;-1.5579;234231;72.00191;Infinity;3221.63;29.1345;-38.9247;0.6559;0.7297;-77.1249;86.6589;353.2779;352.5918;336.6958;103.6346;3.1791;0.6233;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.0, -0.5, -0.6, 0.5)_1.081002_System.String[];13.1355;0.2463;0.5286;29.6290;-39.5709;1.0579;1.0933;-77.4192;86.4408;4.7701;1.5485;353.6086;122.6655;7.2096;359.9878
0.6875;0.1136;False;False;29.9424;-39.5204;-0.0585;-0.0290;-77.0344;86.0550;0.8785;0.0561;348.4558;106.9016;2.8793;0.3680;2.6332;-0.2393;-0.0046;7.7675;-1.3463;-1.3922;234234;71.99608;Infinity;3221.67;29.0718;-38.8039;0.6331;0.7298;-76.7845;86.5906;353.8066;352.5767;337.6959;104.6843;3.7951;0.6103;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.2)_(0.0, -0.5, -0.7, 0.5)_1.081002_System.String[];13.1772;0.2496;0.5289;29.5550;-39.4543;1.0430;1.0932;-77.0864;86.3840;5.1138;1.5019;354.6411;123.7077;8.0093;359.8723
0.6875;0.1435;False;False;29.8878;-39.4113;-0.0671;-0.0292;-76.7130;85.9982;1.2486;0.0411;349.6437;107.9465;3.4875;0.3582;2.5954;-0.1830;-0.0041;7.7741;-1.3877;-1.3393;234237;72.0008;Infinity;3221.71;29.0154;-38.6852;0.6108;0.7299;-76.4425;86.5205;354.3238;352.5615;338.7709;105.7312;4.3783;0.5999;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.2)_(0.0, -0.5, -0.7, 0.5)_1.081002_System.String[];13.2190;0.2509;0.5307;29.4868;-39.3394;1.0281;1.0931;-76.7520;86.3256;5.4425;1.4595;355.7003;124.7513;8.7753;359.7358
0.6875;0.1670;False;False;29.8392;-39.3039;-0.0735;-0.0294;-76.3898;85.9395;1.5221;0.0260;350.9268;108.9918;3.9424;0.3516;2.5593;-0.1382;-0.0026;7.8151;-1.4304;-1.1378;234240;71.99852;Infinity;3221.75;28.9662;-38.5684;0.5937;0.7300;-76.0982;86.4484;354.7134;352.5458;339.9754;106.7771;4.8186;0.5929;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.0, -0.5, -0.7, 0.5)_1.081002_System.String[];13.2607;0.2463;0.5338;29.4265;-39.2261;1.0166;1.0930;-76.4163;86.2653;5.6712;1.4871;356.8068;125.7919;9.3400;359.6893
0.6875;0.1848;False;False;29.7981;-39.1980;-0.0782;-0.0295;-76.0648;85.8789;1.7213;0.0131;352.2523;110.0398;4.2812;0.3469;2.5241;-0.1027;-0.0016;7.8534;-1.4744;-0.9545;234243;71.99548;Infinity;3221.79;28.9273;-38.4534;0.5811;0.7301;-75.7518;86.3743;354.9998;352.5322;341.2527;107.8242;5.1473;0.5879;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.0, -0.6, -0.7, 0.5)_1.081002_System.String[];13.3022;0.2370;0.5381;29.3770;-39.1142;1.0081;1.0930;-76.0788;86.2030;5.8271;1.5660;357.9437;126.8432;9.7404;359.7025
0.6875;0.1997;False;False;29.7640;-39.0936;-0.0817;-0.0295;-75.7380;85.8164;1.8652;0.0014;353.5804;111.0928;4.5314;0.3442;2.4894;-0.0751;-0.0009;7.8896;-1.5187;-0.7824;234246;71.99911;Infinity;3221.83;28.8976;-38.3401;0.5718;0.7302;-75.4039;86.2981;355.2079;352.5200;342.5541;108.8757;5.3902;0.5850;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.4, 0.0, 0.2)_(0.9, 0.0, -0.2, -0.4)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.1)_(0.0, -0.6, -0.7, 0.5)_1.081002_System.String[];13.3440;0.2249;0.5432;29.3371;-39.0038;1.0018;1.0929;-75.7400;86.1388;5.9661;1.6569;359.1027;127.8970;10.0326;359.7794
0.6875;0.2134;False;False;29.7366;-38.9908;-0.0841;-0.0295;-75.4096;85.7519;1.9695;359.9908;354.8833;112.1527;4.7153;0.3434;2.4544;-0.0523;-0.0005;7.9238;-1.5642;-0.6217;234249;72.00417;Infinity;3221.88;28.8760;-38.2286;0.5651;0.7303;-75.0549;86.2196;355.3586;352.5090;343.8474;109.9335;5.5693;0.5840;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, -0.1, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.2, 0.1, 0.2)_(0.9, 0.0, 0.0, -0.5)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.2)_(0.0, -0.5, -0.7, 0.5)_1.081002_System.String[];13.3857;0.2101;0.5482;29.3059;-38.8949;0.9973;1.0925;-75.3998;86.0726;6.1519;1.7550;0.2861;128.9198;10.2520;359.8727
0.6875;0.2284;False;False;29.7155;-38.8895;-0.0857;-0.0296;-75.0795;85.6854;2.0459;359.9809;356.1384;113.2217;4.8462;0.3441;2.4196;-0.0351;-0.0002;7.9563;-1.6102;-0.4717;234252;71.99626;Infinity;3221.92;28.8617;-38.1188;0.5603;0.7304;-74.7055;86.1390;355.4685;352.4989;345.1040;110.9991;5.6978;0.5845;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, 0.0, -0.3, -0.4)_1.000714_System.String[];HandLeft_(0.2, 0.1, 0.2)_(0.9, 0.0, -0.1, -0.5)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.2)_(-0.1, -0.6, -0.7, 0.5)_1.081002_System.String[];13.4272;0.1942;0.5527;29.2826;-38.7877;0.9940;1.0923;-75.0590;86.0043;6.4027;1.7857;1.4695;129.9284;10.4730;359.9030
0.6875;0.2456;False;False;29.7006;-38.7897;-0.0911;-0.0296;-74.7469;85.6169;1.9222;359.9718;357.4213;114.2998;5.2934;0.3465;2.3853;-0.1749;0.0002;7.9871;-1.6567;-0.3853;234255;71.99694;Infinity;3221.96;28.8521;-38.0106;0.5528;0.7304;-74.3557;86.0560;355.4899;352.4895;346.3336;112.0741;5.9980;0.5865;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.5, 0.1, 0.1)_(0.8, 0.0, -0.4, -0.4)_1.000714_System.String[];HandLeft_(0.2, 0.1, 0.2)_(0.9, 0.0, -0.1, -0.5)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.2)_(-0.1, -0.6, -0.7, 0.5)_1.081002_System.String[];13.4690;0.1779;0.5559;29.2630;-38.6820;0.9880;1.0921;-74.7185;85.9339;6.5846;1.7206;2.6626;130.9261;10.8478;359.8699
0.6875;0.2663;False;False;29.6913;-38.6913;-0.0992;-0.0295;-74.4122;85.5464;1.6589;359.9640;358.6531;115.3872;5.8855;0.3512;2.3362;-0.2102;0.0012;8.0268;-1.7265;-0.2310;234258;71.99496;Infinity;3222.00;28.8462;-37.9041;0.5390;0.7305;-74.0060;85.9708;355.3653;352.4815;347.5271;113.1579;6.6150;0.5910;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.4, 0.2, 0.1)_(0.8, 0.0, -0.4, -0.4)_1.000714_System.String[];HandLeft_(0.2, 0.1, 0.2)_(0.9, 0.0, -0.1, -0.5)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.2)_(-0.1, -0.6, -0.7, 0.5)_1.081002_System.String[];13.5107;0.1620;0.5571;29.2447;-38.5777;0.9764;1.0920;-74.3794;85.8615;6.5557;1.6469;3.8392;131.9246;11.4108;359.7956
0.6875;0.2908;False;False;29.6867;-38.5944;-0.1075;-0.0295;-74.0763;85.4738;1.3571;359.9562;359.7825;116.4816;6.4496;0.3554;2.3059;-0.1703;0.0016;8.0516;-1.7733;-0.0847;234261;72.00085;Infinity;3222.04;28.8438;-37.7993;0.5249;0.7305;-73.6569;85.8833;355.1889;352.4739;348.6241;114.2495;7.2455;0.5958;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.4, 0.2, 0.1)_(0.8, 0.0, -0.4, -0.4)_1.000714_System.String[];HandLeft_(0.2, 0.1, 0.2)_(0.9, 0.0, -0.1, -0.5)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.2)_(-0.1, -0.6, -0.7, 0.5)_1.081002_System.String[];13.5522;0.1477;0.5572;29.2302;-38.4748;0.9641;1.0920;-74.0404;85.7869;6.4048;1.6178;4.8950;132.9340;11.9023;359.7376
0.6875;0.3179;False;False;29.6879;-38.4987;-0.1138;-0.0294;-73.7390;85.3992;0.9909;359.9484;0.8072;117.5825;6.8180;0.3596;2.2777;-0.1325;0.0018;8.0714;-1.8213;0.0796;234264;71.99212;Infinity;3222.08;28.8480;-37.6961;0.5147;0.7306;-73.3084;85.7936;354.9301;352.4663;349.6318;115.3475;7.7411;0.6003;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.4, 0.2, 0.1)_(0.8, 0.0, -0.4, -0.4)_1.000714_System.String[];HandLeft_(0.2, 0.1, 0.2)_(0.9, 0.0, -0.1, -0.5)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.2)_(-0.1, -0.6, -0.7, 0.5)_1.081002_System.String[];13.5940;0.1360;0.5572;29.2240;-38.3734;0.9543;1.0920;-73.7018;85.7102;6.1410;1.6247;5.8135;133.9512;12.2039;359.7196
0.6875;0.3448;False;False;29.6947;-38.4043;-0.1181;-0.0293;-73.4008;85.3225;0.5990;359.9406;1.7291;118.6894;7.0210;0.3636;2.2512;-0.0705;0.0018;8.0860;-1.8709;0.2213;234267;71.99699;Infinity;3222.13;28.8592;-37.5943;0.5092;0.7307;-72.9607;85.7015;354.6059;352.4586;350.5523;116.4518;8.0760;0.6046;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(0.4, 0.2, 0.1)_(0.8, 0.1, -0.4, -0.3)_1.000714_System.String[];HandLeft_(0.2, 0.1, 0.1)_(0.9, 0.0, -0.1, -0.5)_1.081002_System.String[];HandRight_(0.5, 0.0, 0.2)_(-0.5, -0.6, -0.5, 0.4)_1.000714_System.String[];HandRight_(0.4, 0.0, 0.2)_(-0.1, -0.6, -0.7, 0.5)_1.081002_System.String[];13.6357;0.1273;0.5571;29.2261;-38.2734;0.9479;1.0920;-73.3635;85.6314;5.8324;1.6225;6.5949;134.9740;12.3474;359.7064
